Componente_1,Componente_2,KMeans_Cluster,DBSCAN_Cluster,Target_Original,Fuzzy_Cluster,Hierarchical_Cluster
13.147988465965298,0.874521377267333,1,0,6,0,0
0.0200120573835649,-1.9618417210761467,2,0,6,1,2
-1.343167645411255,-0.7648331183980701,2,0,6,1,2
7.917569690160025,1.818667898939728,1,0,6,0,0
-1.42419218406907,0.022701802549351,2,0,2,1,2
8.722883987625595,-0.067089720354895,1,0,2,0,0
-6.368313480049648,-1.2859961661565402,0,0,4,2,1
-0.0143317600592416,1.7276829790217945,2,0,2,1,2
12.904402671797204,-1.8786581706894805,1,0,4,0,0
-7.340590895155425,0.7269977307925877,0,0,2,2,1
4.894783252437412,2.342623965234058,2,0,6,1,0
-0.2155138063447941,-1.7844006725433166,2,0,6,1,2
-3.263089415397955,2.1712528528800363,0,0,8,2,1
-7.279371706088367,0.764911935882695,0,0,6,2,1
3.710409509936266,-1.5112181124534392,2,0,4,1,0
-4.229723395498003,-0.2083147668970193,0,0,6,2,1
5.743790416526785,-0.9872343736889044,1,0,7,0,0
0.8005999681517251,1.3356170766871256,2,0,6,1,2
-7.125739570054951,-0.9462516262320986,0,0,6,2,1
2.8694476322073577,1.6319569040079314,2,0,8,1,2
-7.340203212996049,-0.0203924247071354,0,0,6,2,1
6.6323854816726655,-2.741458754503664,1,0,6,0,0
14.177436318548214,1.446013402404224,1,0,8,0,0
6.634077265306905,-0.2881915956710559,1,0,2,0,0
6.106450632548368,-1.0010332977421523,1,0,2,0,0
-7.273362940077337,-0.9377647019873618,0,0,2,2,1
5.625593505389624,-1.813818037602404,1,0,5,0,0
1.900931293947421,2.158371176517044,2,0,6,1,2
-7.381266698994936,-0.6395167736634695,0,0,4,2,1
9.884857839996824,1.3953670312923243,1,0,1,0,0
-7.150389101030496,-0.6445697827718453,0,0,5,2,1
-4.132716687712236,-0.7963283486203758,0,0,8,2,1
-7.10255581575248,1.1135305806919549,0,0,6,2,1
-1.266762188521203,1.5372771507331198,2,0,6,1,2
14.98054931175756,-0.2477466469220419,1,0,4,0,0
-5.020423408190414,0.9174293160997604,0,0,6,2,1
-4.13343958275544,0.6080915804137739,0,0,2,2,1
6.989297386595936,-0.5868316318191702,1,0,2,0,0
11.180180064699336,1.0335433483098306,1,0,2,0,0
7.745140695228565,-0.267981007792252,1,0,2,0,0
4.664645357555033,3.4822562150248726,2,0,3,1,0
2.7247799401987702,-0.7964662990455751,2,0,6,1,2
-7.30483518933798,0.5576164476361387,0,0,6,2,1
-4.303749277572808,1.857258148244972,0,0,1,2,1
-7.317347067949439,-0.6943177410527985,0,0,1,2,1
0.915022688730856,2.159232628948568,2,0,6,1,2
7.972512395811089,0.5790882410947611,1,0,2,0,0
12.173861732935766,2.1269172782817285,1,0,2,0,0
5.902099029169639,1.1948908124166628,1,0,6,0,0
5.838076610491358,2.1091400193004444,1,0,2,0,0
-1.128306850603714,-2.927317033816551,2,0,4,1,2
7.832001393914991,-0.4477519068719948,1,0,4,0,0
-7.326039753460233,3.354664200304853,0,0,9,2,1
-7.274342792390681,-2.4698598383779067,0,0,4,2,1
0.7638335072554563,0.1746667296010686,2,0,1,1,2
-5.259464460822024,-2.634853999643457,0,0,5,2,1
-7.432554766307886,-1.8220098687265736,0,0,4,2,1
1.8162146407113973,1.5239348599161184,2,0,1,1,2
-3.1652905100636017,0.526767203531219,0,0,6,2,1
1.6692702722004498,1.1899408957261466,2,0,2,1,2
1.8007078514289423,0.6978042036214473,2,0,6,1,2
1.5797553149515533,0.732386536883685,2,0,6,1,2
-0.4733223361913312,-3.6540190514288575,2,0,6,1,2
-6.219369841689803,-0.537896741059209,0,0,6,2,1
-7.314214954794639,-2.864697522861189,0,0,4,2,1
-2.2950545544549987,0.6143971586470798,2,0,1,1,1
-1.4767805768706666,-0.3500794582872761,2,0,4,1,2
10.909837251103763,-0.3020497230620078,1,0,6,0,0
-5.204479013027832,-1.45920390446897,0,0,4,2,1
-6.444876767276948,-2.4918091246067497,0,0,6,2,1
-7.439334001948055,-2.4924242156567717,0,0,6,2,1
-6.233370064347357,-1.5332689373940953,0,0,8,2,1
6.904308725741004,3.252292902912822,1,0,1,0,0
-0.0356471462055223,-4.0389499018864745,2,0,4,1,2
-4.146908879638493,2.386425707423118,0,0,6,2,1
5.1800739594047,0.3408702465624467,2,0,5,0,0
-7.269604296365845,1.4058142748019615,0,0,6,2,1
-3.261616785257253,-3.6678783140073694,0,0,5,2,1
-7.009458515858054,0.5816598115737222,0,0,1,2,1
4.889472189273517,0.4034766963591858,2,0,2,1,0
-3.898279728756004,-0.2284382040695751,0,0,6,2,1
-6.351874132152486,0.34348485866734,0,0,2,2,1
9.113979243333803,0.5236659084665813,1,0,6,0,0
-0.3062648424026761,-1.644175720058624,2,0,2,1,2
-5.938157000948728,-0.8872534226891604,0,0,6,2,1
-1.1712915055300748,0.8961923468181396,2,0,2,1,2
11.911486465132668,-1.7510049893179245,1,0,4,0,0
-6.121193400207868,0.7559385190502623,0,0,6,2,1
-1.309669471146793,-0.4730163736488346,2,0,2,1,2
27.261980259617125,-0.725044342473903,1,0,2,0,0
-7.421389426405589,-0.5086345710067457,0,0,8,2,1
9.744989255166615,-1.643622071197249,1,0,6,0,0
2.70955022728576,-0.9722386720750524,2,0,4,1,0
-5.100103355740595,0.7782731914263259,0,0,2,2,1
-6.347092705280627,2.112825000916536,0,0,1,2,1
-5.3332817218332185,-2.483443193120216,0,0,5,2,1
-4.03808813611051,-0.5988270386004617,0,0,6,2,1
8.694308186241443,-3.417893049647198,1,0,5,0,0
-6.178235815034406,-2.187003797311492,0,0,5,2,1
-2.280362155628672,1.1898915426984915,2,0,6,1,1
8.039020895741618,-0.5021377972925267,1,0,6,0,0
-6.226674411915345,0.2003945048937936,0,0,2,2,1
-1.3389212091486489,3.826816206516404,2,0,2,1,2
-5.292460250828978,-2.2861732020536927,0,0,5,2,1
3.979508662042134,0.5562975725273684,2,0,2,1,0
-7.28840477442205,-3.125609595245505,0,0,4,2,1
-3.282574356409992,0.7199817410351295,0,0,6,2,2
-2.4587282953424934,0.8311067647416377,2,0,4,1,1
-6.357401769839903,-0.1004523628292033,0,0,6,2,1
4.754710408016816,0.8947843498132819,2,0,2,1,0
-5.049202304593832,0.4169016033968198,0,0,6,2,1
-6.318009962036103,2.129236241928929,0,0,6,2,1
-1.2814127974170555,3.076493932124753,2,0,6,1,2
0.7969224321269888,-1.903379349402969,2,0,5,1,2
11.978756537450115,-1.3385846478057342,1,0,6,0,0
-6.256779584788788,2.4814091328790773,0,0,2,2,1
12.678598439728784,-2.901272873534709,1,0,5,0,0
6.712152723888705,0.4425932440310842,1,0,6,0,0
-0.1001116767518084,-2.8899248199435776,2,0,5,1,2
-1.0858321081449178,-0.5126096813416161,2,0,5,1,2
-2.1217563922852376,3.3197858546634555,2,0,1,1,2
7.672877551581875,0.7346359148955903,1,0,2,0,0
5.934503375862116,-0.7133010229777292,1,0,4,0,0
-3.9233848120366464,0.5190633435725354,0,0,2,2,1
-6.2625967403394265,-1.137683805062961,0,0,5,2,1
7.806395430945583,1.245087680388525,1,0,6,0,0
-2.088319269909613,-0.6976822093856385,2,0,2,1,1
-3.227556273491633,-1.7770209118057387,0,0,4,2,1
-3.290323849193552,-1.7939492170244682,0,0,7,2,1
-7.15037492696904,1.6004995038373289,0,0,2,2,1
-2.2633868147059832,0.358859135985536,2,0,2,1,1
0.8923885814440471,-0.317315085759819,2,0,4,1,2
11.230189771560266,1.857745678616324,1,0,2,0,0
4.665637436994011,0.6969865236114239,2,0,6,1,0
-2.031878568050216,-0.334839144168618,2,0,6,1,1
-1.186111743734748,-3.5417497513087737,2,0,4,1,1
-7.042390929184045,1.7368555173848823,0,0,6,2,1
-7.337268232419167,0.5553408654423566,0,0,6,2,1
3.5578368756986247,-0.0273840886210825,2,0,6,1,0
0.7748215325325765,-0.4649724817859357,2,0,6,1,2
6.5310775651675215,1.849801517163582,1,0,2,0,0
6.13299234639004,-0.354550382334537,1,0,2,0,0
1.062385022364328,-0.0574944625966353,2,0,5,1,2
5.686144106352225,-1.269761715344316,1,0,4,0,0
14.777271346400678,1.6182677673926589,1,0,1,0,0
17.184503262880554,1.1656611133553785,1,0,1,0,0
7.046568222520445,-3.037693408852059,1,0,4,0,0
-7.367799826630808,-2.068216457626565,0,0,4,2,1
-0.9987744338092774,-0.2661238872533658,2,0,2,1,2
4.920152345816659,2.813236420084142,2,0,6,1,0
10.706747608417494,2.9357689238937463,1,0,1,0,0
-4.386200908811855,-2.0909801446106058,0,0,4,2,1
0.6850852873355686,0.5517640724221695,2,0,2,1,2
-7.414952682803874,-0.261273539868851,0,0,2,2,1
9.021797360980996,2.95379467052522,1,0,6,0,0
2.5894546227833057,0.1383945751441087,2,0,1,1,2
4.791483202287864,-2.4530613827063155,2,0,7,1,0
7.701907997034079,1.3210050473644186,1,0,6,0,0
4.754261701899676,1.4388212205611977,2,0,9,1,0
-4.259680812775457,1.835182627919401,0,0,6,2,1
2.8884452923938597,1.9816512525111425,2,0,1,1,2
7.656030099407413,0.1956480602951158,1,0,6,0,0
7.859810433661531,-0.6235905656957055,1,0,6,0,0
-3.455915910264497,-0.1429842902989144,0,0,8,2,1
-0.1710424707062188,-1.0058789095452514,2,0,5,1,2
4.796816886733401,-1.251035992012031,2,0,6,1,0
2.8376448128780662,2.815255617694973,2,0,2,1,2
-4.40557856713242,-3.272085132949164,0,0,6,2,1
14.852610811385471,4.142177664210125,1,0,9,0,0
-2.2338221109335734,-2.05114665585092,2,0,2,1,1
-5.271735448858701,-1.6168232784744756,0,0,5,2,1
-7.248628458164815,2.5037163948179564,0,0,1,2,1
8.851433752280794,-1.3123666334251665,1,0,6,0,0
-7.391346252166373,2.3056295607357757,0,0,2,2,1
-3.184018735395997,-2.3692936343340505,0,0,5,2,1
-1.379727982652838,-0.936771448995823,2,0,2,1,2
-7.248493881522058,-0.0066058719504669,0,0,6,2,1
9.89203481383171,-0.8072395085464195,1,0,2,0,0
-1.3265830599229114,-2.138559907876644,2,0,5,1,1
-7.397059408458629,2.574621167899888,0,0,9,2,1
-0.1460471597662094,0.4107066622308277,2,0,8,1,2
2.715731249530803,2.6420129038895896,2,0,9,1,0
-0.2624035386141878,0.7263224093273255,2,0,6,1,2
-2.956780887027482,4.407169737329415,0,0,9,2,1
-7.372442012618533,-1.5958027427667172,0,0,6,2,1
1.918086249329564,-0.3537994204053065,2,0,8,1,2
-6.977769626488581,-1.563620509078043,0,0,6,2,1
0.8715403182734285,1.0515187543957434,2,0,1,1,2
5.737513512379422,1.1379690861948903,1,0,3,0,0
-3.231573717200894,2.291787742852184,0,0,3,2,1
-0.1776381071764134,-1.874373555009225,2,0,6,1,2
8.117016893551426,-0.8288475228244314,1,0,7,0,0
-7.179823250761043,2.258592780351436,0,0,2,2,1
7.876558875117803,-3.0858136876241544,1,0,4,0,0
5.972800742046438,1.0172376425676797,1,0,2,0,0
-4.273766228226931,1.9100401316453424,0,0,2,2,1
4.903614825217487,3.168088091034828,2,0,6,1,0
-3.366013504049939,-2.4443404201823573,0,0,4,2,1
0.8448849819930224,-0.748474765839338,2,0,5,1,2
-7.402361373923913,1.3834891304447368,0,0,2,2,1
3.70128122706614,-2.190086907685724,2,0,4,1,0
-2.267137013844695,1.0839995479157545,2,0,8,1,1
-1.3018377954834772,0.8583634457164,2,0,2,1,2
8.863019345810791,0.5906414086740619,1,0,1,0,0
1.706776250247934,-0.6058312571359317,2,0,6,1,2
4.75403267769136,-0.5956553674245268,2,0,8,1,0
-2.3769337119685776,-0.8828237887318038,2,0,4,1,1
-7.0430018598885535,6.593107310519079,0,0,3,2,1
4.770855856242507,-0.8445798059829761,2,0,4,1,0
0.7910486553021601,0.1395418102636951,2,0,2,1,2
-2.280858416641421,0.4331525594440393,2,0,8,1,1
4.830461227924848,-1.778256928060722,2,0,5,1,0
1.9283743730910032,-0.9089822020843356,2,0,2,1,2
-3.2389256860477933,-2.788654283153242,0,0,6,2,1
-1.3092677070804353,2.300542607060206,2,0,6,1,2
-1.2888689731583387,-0.3366672811701319,2,0,2,1,2
-4.4087412022263095,3.85067043198663,0,0,1,2,1
-2.3197717195238203,-1.1920858844426672,2,0,6,1,1
13.939630077669577,0.3541516823201891,1,0,2,0,0
5.602507930918044,-2.076861309232752,1,0,6,0,0
-7.166651378723274,0.1970932275947898,0,0,8,2,1
3.9399999738746754,-0.8048152826940227,2,0,4,1,0
-2.2814977659265008,-1.7951692269152075,2,0,4,1,1
5.701889962322534,2.0774407080616952,1,0,6,0,0
-7.282833050372142,-1.2181278120941816,0,0,2,2,1
-7.325560460086702,-1.0294477409765896,0,0,7,2,1
8.841296400890737,2.297454765303392,1,0,1,0,0
7.920652162696655,0.3335424169618659,1,0,1,0,0
-7.348991304487006,-0.3030195008364114,0,0,2,2,1
-0.0726674462373511,-2.620484272269453,2,0,5,1,2
-7.21474135338548,-3.941822651003832,0,0,4,2,1
-5.38347687745692,-3.1538861031597967,0,0,5,2,1
8.67453644994898,-1.5257585286858717,1,0,2,0,0
-7.399773526616926,2.0115417723846094,0,0,2,2,1
-3.155637076213797,0.6283593016499016,0,0,1,2,1
-3.357034764608402,1.1995614521539215,0,0,1,2,1
-4.353296706016985,1.8216163600014477,0,0,1,2,1
1.86005791047158,-0.2609619803962388,2,0,1,1,2
1.7375931521935488,-1.8839849224432887,2,0,6,1,2
-7.425147360435468,-0.7012324279883366,0,0,6,2,1
-7.436991525856229,-2.574081261176932,0,0,4,2,1
-2.3345581633254096,-2.274101017119771,2,0,7,1,1
-7.229960145129934,-0.8441155767901534,0,0,2,2,1
-6.9882053708478304,3.580060586653848,0,0,0,2,1
-5.16284280246321,1.5523973753704046,0,0,1,2,1
-7.26271890979886,3.190156993722486,0,0,9,2,1
-6.344620763424207,0.3375940330126483,0,0,4,2,1
-1.240325221027991,-0.0223285734324369,2,0,2,1,2
7.809109123465642,-1.8485150631438805,1,0,6,0,0
-5.099377022349569,2.806546598884636,0,0,2,2,1
4.852957629157187,1.5347159674281663,2,0,1,1,0
-7.298462791837185,1.4222089882739448,0,0,2,2,1
8.261332287669,0.5840858591484559,1,0,6,0,0
-1.386083890608495,2.4410517585089093,2,0,6,1,1
3.9016456145165375,2.1125121742768296,2,0,8,1,0
-2.1891763205606614,0.0901760306183883,2,0,6,1,1
-4.098131928879671,-0.1081308713746036,0,0,2,2,1
-2.200831074914422,2.578731227515069,2,0,6,1,2
3.693307894798032,1.0372770680352867,2,0,2,1,0
3.810075257423355,-2.868144569542008,2,0,5,1,0
1.7138443848178593,-0.4220861194482097,2,0,6,1,2
-7.270937823062611,-2.8800725854122007,0,0,5,2,1
-7.359815038776286,1.415641191114139,0,0,2,2,1
-1.983943435382077,-0.974531110445802,2,0,2,1,1
12.6862814302056,2.966258534536395,1,0,1,0,0
-7.422205008485712,-0.9426334187357696,0,0,2,2,1
-7.377692250918998,-3.552712106286947,0,0,5,2,1
4.151278000788027,1.063867283514468,2,0,6,1,0
-0.2221210125071619,1.2606717201071451,2,0,2,1,2
10.0521248702725,-1.776315957995243,1,0,4,0,0
10.853508906519709,2.577124570299436,1,0,1,0,0
-1.13341082140491,2.172415681862843,2,0,1,1,2
-7.296677829227086,2.9615948488740247,0,0,2,2,1
-2.2555070282489265,1.1332487253251728,2,0,8,1,2
-5.420183070287115,1.931202095976184,0,0,2,2,1
-7.397992708635479,1.7929154642467195,0,0,2,2,1
1.6606757612390537,1.4262709583414224,2,0,2,1,2
-7.333682508105502,-2.871941868097991,0,0,5,2,1
4.703278202586207,-3.06503051864712,2,0,4,1,0
2.0765630456043045,2.7557042501978226,2,0,3,1,2
4.530822001862823,-4.295242908023868,2,0,4,1,0
-4.2043287505660345,2.109222998156271,0,0,6,2,1
-1.219680521698007,0.7844462821198435,2,0,2,1,2
-3.217519209847389,1.8214975587163944,0,0,2,2,1
-5.321923964645002,0.9675166967520292,0,0,2,2,1
12.986801767309007,2.8059291107843536,1,0,1,0,0
-2.317220216045099,0.0794732829392521,2,0,2,1,1
0.6760578254646861,-3.5533127208652475,2,0,4,1,2
-7.329862533947415,-0.2474205909890821,0,0,2,2,1
-0.2545522209348565,2.1645967476158394,2,0,6,1,2
0.1406421830144211,0.9406059587944502,2,0,5,1,2
5.805392366670072,-1.3945345729183822,1,0,6,0,0
-1.3984400597227848,0.5803237054095818,2,0,6,1,2
-2.436037312603552,0.2791591451438879,2,0,1,1,1
-0.3573700067892522,-3.128345267133555,2,0,5,1,1
-2.4099844875453824,0.5998188915848801,2,0,2,1,1
3.894765917035541,-1.080963072802778,2,0,1,1,0
-0.181189851073781,0.8623723297331312,2,0,2,1,2
-7.324613246043184,1.1186179627917645,0,0,1,2,1
1.838443452133344,2.321400678286618,2,0,8,1,2
-1.0723814281330295,0.2415398508981709,2,0,6,1,2
14.690886709522273,0.9574177683406124,1,0,2,0,0
17.194957633257136,0.8077334658547408,1,0,3,0,0
-7.431165130898297,-3.911945749640913,0,0,5,2,1
-7.34241071526164,0.4004540963119525,0,0,6,2,1
-2.136144261496308,-0.5848955458465905,2,0,6,1,1
0.5875542675376675,0.3325694786790945,2,0,2,1,2
6.858706868193622,-0.7480895980579514,1,0,7,0,0
-4.186420622095671,-1.145745785568428,0,0,5,2,1
2.8336929158337245,1.2389763982777526,2,0,2,1,0
0.8177371342302147,-2.2117587901726883,2,0,6,1,2
-4.310027395205747,-2.342034939550938,0,0,5,2,1
-7.358571194246385,-0.9438626155552076,0,0,8,2,1
-7.307728845928547,1.608755482172147,0,0,2,2,1
-0.991822838532184,1.5641786987597124,2,0,2,1,2
-6.272613170275817,-0.3356223911141289,0,0,2,2,1
3.8307876653275463,-2.243404098060383,2,0,4,1,0
-7.101308613081203,-0.4932962988891276,0,0,6,2,1
10.770875414276908,-0.2276011655897978,1,0,8,0,0
5.778729608162132,-3.8900735093049184,1,0,4,0,0
4.637938411031003,-0.352130147486827,2,0,2,1,0
-4.348341749049607,0.2606316679204985,0,0,2,2,1
0.5667495251498016,-3.3498072456334427,2,0,5,1,2
-6.294040504223532,-1.8781249838073493,0,0,4,2,1
-3.976581888566784,3.7522031048558593,0,0,1,2,1
-7.191764026955821,-0.5647124451646302,0,0,6,2,1
21.05542769348062,-1.9461514337582664,1,0,7,0,0
2.7202822180582835,1.5640251171579775,2,0,8,1,2
0.5138544039465938,-1.9818633400277623,2,0,7,1,2
-7.384690463777679,3.460585362945579,0,0,0,2,1
7.984320895970875,0.472155059528601,1,0,6,0,0
-4.085923954328027,0.7306710546887576,0,0,9,2,1
-7.198393870248395,2.4017361348911224,0,0,8,2,1
4.557720683447485,3.085553293022102,2,0,2,1,0
-6.822232098537328,1.1461268982216386,0,0,2,2,1
-3.2044761167884777,2.6210729686133685,0,0,6,2,1
-7.29761043109977,-1.2497131124978804,0,0,2,2,1
14.7290934356049,-2.768239606295761,1,0,6,0,0
9.753882986680615,0.769710891514388,1,0,2,0,0
12.79911380059648,2.4629288946103904,1,0,3,0,0
-7.265823055857206,0.3060592726683175,0,0,6,2,1
11.952127232025845,1.5684977971686611,1,0,1,0,0
12.962448094250185,-3.52695411241275,1,0,5,0,0
9.784552339426105,-0.2772767189412195,1,0,6,0,0
-1.240833997217412,3.0582360533470845,2,0,1,1,2
4.946211501389168,1.0677362082289172,2,0,2,1,0
1.6955722730669986,-2.9963602946102217,2,0,5,1,2
-6.374359900426801,-3.8689035030566967,0,0,4,2,1
-0.9307370807967804,0.5648874758481184,2,0,6,1,2
3.9140059499713376,1.9273635262632367,2,0,2,1,2
-5.254473581742879,-0.2697731806111458,0,0,6,2,1
-7.274159094120254,-2.8220135086656866,0,0,4,2,1
-1.234131585021963,0.2701474563850414,2,0,6,1,2
-7.346853578147091,0.1201832160068745,0,0,8,2,1
-7.289971776312645,-0.7440636189865368,0,0,4,2,1
-7.184714102291588,-3.0157063658587,0,0,7,2,1
-1.242581791715372,-1.864854583688893,2,0,7,1,1
4.828230210840484,-0.5939126129529118,2,0,2,1,0
9.8791682928815,1.4935981012336317,1,0,2,0,0
-3.32804404042953,-1.058644533399378,0,0,4,2,1
1.6080581510260092,1.2125046616980009,2,0,1,1,2
-7.407399117602445,0.0724439797813247,0,0,6,2,1
7.962858587167155,0.0639057556844369,1,0,2,0,0
1.5408735384773014,-1.9802562381671005,2,0,5,1,2
-7.310570878841601,-2.5340360020652177,0,0,6,2,1
0.619003191177498,-1.6852024898585591,2,0,4,1,2
8.611198527787273,-0.3771808738015689,1,0,2,0,0
0.7052756318762547,-1.848657600503312,2,0,5,1,2
6.770028887803322,-2.6836451303039666,1,0,5,0,0
-7.402954397687771,0.3720358599029945,0,0,6,2,1
8.946912800225352,0.1801062623576994,1,0,6,0,0
-7.4056502149491,1.0075942438531968,0,0,2,2,1
-7.36412518279201,-2.5338685325475683,0,0,5,2,1
-1.2291555815080208,-0.3041116501088003,2,0,1,1,1
21.81366516925493,-1.1419203386990977,1,0,5,0,0
-1.097573868076867,1.2409342326569717,2,0,1,1,2
17.466015793065942,-1.888864548742652,1,0,1,0,0
1.9673795075493228,1.5363072137417362,2,0,2,1,2
1.5977099127882752,1.888691469386654,2,0,6,1,2
-0.1053829376637942,-2.1918303370761465,2,0,5,1,1
2.6503518874161287,1.3987338455676523,2,0,2,1,0
-3.2109676979291826,-1.1926876374793964,0,0,5,2,1
-3.207890724606786,-3.1957218823067373,0,0,4,2,1
6.863894608385602,0.285213383765285,1,0,5,0,0
-7.420010281638767,0.0338417171319531,0,0,2,2,1
-2.3136122199482267,1.0742267571433537,2,0,6,1,1
-3.1059395290362897,1.6300655061587257,0,0,6,2,1
0.0657187344148253,0.7869994677776173,2,0,2,1,2
-3.2947032934361373,1.1082398465693908,0,0,2,2,1
-6.375111269703595,-1.0597007030850103,0,0,7,2,1
-1.259835283751512,-0.6359849521208729,2,0,5,1,1
-7.345938889320583,0.4152891252900179,0,0,8,2,1
-3.313374638690476,-0.3848420893821966,0,0,4,2,1
5.849709960565509,0.015570389088686,1,0,6,0,0
-4.348788484680664,0.9529068043691868,0,0,1,2,1
2.02909436769583,-1.338325899413562,2,0,5,1,2
0.5595353353813444,-1.3046804990881034,2,0,1,1,2
9.868970992771338,-0.816018297765355,1,0,6,0,0
-0.279113971932893,-1.0061502742083457,2,0,5,1,2
1.784442700727416,1.958031760063485,2,0,2,1,2
0.09129843856382,0.2569976448113316,2,0,2,1,2
-6.390671237025956,0.7319473104897329,0,0,2,2,1
-0.4305272405479368,-1.7542191142504144,2,0,6,1,1
7.64579806664708,-2.344948975646601,1,0,7,0,0
-7.255870229490838,-0.4461077682467813,0,0,6,2,1
-5.344099173336156,-0.2452483204324727,0,0,6,2,1
-3.182924847058717,0.8819297390069627,0,0,1,2,1
-7.245348711865263,-1.803408338103844,0,0,2,2,1
-5.2543479843644585,-0.1758379835798789,0,0,2,2,1
-3.3564565597099563,-0.9504437461780204,0,0,5,2,1
-6.129363042712562,-0.133943750417119,0,0,2,2,1
3.808111365551136,-2.2545690649736128,2,0,4,1,0
0.9091046724435152,1.791478212581597,2,0,2,1,2
16.901744668509963,-0.1857540599177727,1,0,2,0,0
-7.406868492223232,1.052314446624195,0,0,2,2,1
-5.325618777768153,-2.321505215370609,0,0,4,2,1
-1.2559362389278768,-1.8508486049215764,2,0,4,1,1
7.792265981739531,0.4534018054103468,1,0,6,0,0
6.92793976208865,3.7555893461770418,1,0,1,0,0
4.729445829692731,0.906715666575296,2,0,1,1,0
-0.0896185661918096,-1.8415213229711327,2,0,5,1,2
8.994008544424343,0.9760139895991312,1,0,2,0,0
-6.13510049734118,-0.3239904763528667,0,0,1,2,1
6.881642508272893,0.3796607522226538,1,0,2,0,0
0.6964717947544452,-0.6744324759590741,2,0,6,1,2
1.777709624273804,-1.440668396175293,2,0,7,1,2
-0.1903433048364062,-1.399154129724429,2,0,5,1,1
