Componente_1,Componente_2,KMeans_Cluster,DBSCAN_Cluster,Target_Original
-2.2633868147059832,0.358859135985536,2,0,2
0.8923885814440471,-0.31731508575981904,2,0,4
11.230189771560266,1.857745678616324,1,2,2
4.665637436994011,0.6969865236114239,2,1,6
-2.0318785680502156,-0.33483914416861804,2,0,6
-1.186111743734748,-3.5417497513087737,2,-1,4
-7.042390929184045,1.7368555173848823,0,0,6
-7.337268232419167,0.5553408654423566,0,0,6
3.5578368756986247,-0.027384088621082547,2,3,6
0.7748215325325765,-0.46497248178593575,2,0,6
6.5310775651675215,1.849801517163582,1,1,2
6.13299234639004,-0.35455038233453706,1,1,2
1.062385022364328,-0.057494462596635376,2,0,5
5.686144106352225,-1.2697617153443161,1,1,4
14.777271346400678,1.6182677673926587,1,-1,1
17.184503262880554,1.1656611133553785,1,-1,1
7.046568222520445,-3.037693408852059,1,7,4
-7.367799826630808,-2.068216457626565,0,0,4
-0.9987744338092774,-0.2661238872533658,2,0,2
4.920152345816659,2.813236420084142,2,3,6
10.706747608417494,2.9357689238937463,1,-1,1
-4.386200908811855,-2.0909801446106058,0,0,4
0.6850852873355686,0.5517640724221695,2,0,2
-7.414952682803874,-0.26127353986885105,0,0,2
9.021797360980997,2.95379467052522,1,-1,6
2.5894546227833057,0.1383945751441087,2,3,1
4.791483202287864,-2.4530613827063155,2,1,7
7.701907997034079,1.3210050473644186,1,4,6
4.754261701899676,1.4388212205611977,2,1,9
-4.259680812775457,1.835182627919401,0,0,6
2.8884452923938593,1.9816512525111425,2,3,1
7.656030099407413,0.19564806029511583,1,4,6
7.859810433661531,-0.6235905656957055,1,4,6
-3.455915910264497,-0.14298429029891446,0,0,8
-0.1710424707062188,-1.0058789095452514,2,0,5
4.796816886733401,-1.251035992012031,2,1,6
2.8376448128780662,2.8152556176949735,2,3,2
-4.4055785671324195,-3.272085132949164,0,0,6
14.852610811385471,4.142177664210125,1,-1,9
-2.2338221109335734,-2.05114665585092,2,0,2
-5.271735448858701,-1.6168232784744756,0,0,5
-7.248628458164815,2.5037163948179564,0,0,1
8.851433752280794,-1.3123666334251665,1,4,6
-7.391346252166373,2.3056295607357753,0,0,2
-3.1840187353959974,-2.3692936343340505,0,0,5
-1.3797279826528381,-0.936771448995823,2,0,2
-7.248493881522058,-0.006605871950466913,0,0,6
9.89203481383171,-0.8072395085464195,1,2,2
-1.3265830599229114,-2.138559907876644,2,0,5
-7.397059408458629,2.574621167899888,0,0,9
-0.1460471597662094,0.41070666223082775,2,0,8
2.715731249530803,2.6420129038895896,2,3,9
-0.26240353861418786,0.7263224093273255,2,0,6
-2.956780887027482,4.407169737329415,0,-1,9
-7.372442012618533,-1.5958027427667172,0,0,6
1.9180862493295638,-0.35379942040530654,2,0,8
-6.977769626488581,-1.563620509078043,0,0,6
0.8715403182734285,1.0515187543957434,2,0,1
5.737513512379422,1.1379690861948903,1,1,3
-3.231573717200894,2.291787742852184,0,0,3
-0.17763810717641348,-1.874373555009225,2,0,6
8.117016893551426,-0.8288475228244314,1,4,7
-7.179823250761043,2.2585927803514356,0,0,2
7.876558875117803,-3.0858136876241544,1,4,4
5.972800742046438,1.0172376425676797,1,1,2
-4.273766228226931,1.9100401316453426,0,0,2
4.9036148252174865,3.168088091034828,2,3,6
-3.366013504049939,-2.4443404201823573,0,0,4
0.8448849819930224,-0.748474765839338,2,0,5
-7.402361373923913,1.3834891304447368,0,0,2
3.70128122706614,-2.190086907685724,2,3,4
-2.267137013844695,1.0839995479157545,2,0,8
-1.3018377954834772,0.8583634457164,2,0,2
8.863019345810791,0.5906414086740619,1,4,1
1.706776250247934,-0.6058312571359317,2,0,6
4.7540326776913595,-0.5956553674245268,2,1,8
-2.3769337119685776,-0.8828237887318038,2,0,4
-7.0430018598885535,6.593107310519079,0,-1,3
4.770855856242507,-0.8445798059829761,2,1,4
0.7910486553021601,0.13954181026369517,2,0,2
-2.280858416641421,0.4331525594440393,2,0,8
4.8304612279248484,-1.778256928060722,2,1,5
1.9283743730910032,-0.9089822020843357,2,0,2
-3.2389256860477933,-2.788654283153242,0,0,6
-1.3092677070804353,2.300542607060206,2,0,6
-1.2888689731583387,-0.3366672811701319,2,0,2
-4.4087412022263095,3.85067043198663,0,5,1
-2.3197717195238203,-1.1920858844426672,2,0,6
13.939630077669577,0.3541516823201891,1,-1,2
5.602507930918044,-2.076861309232752,1,1,6
-7.166651378723274,0.19709322759478987,0,0,8
3.9399999738746754,-0.8048152826940227,2,3,4
-2.2814977659265008,-1.7951692269152075,2,0,4
5.701889962322534,2.0774407080616952,1,1,6
-7.282833050372142,-1.2181278120941816,0,0,2
-7.325560460086702,-1.0294477409765896,0,0,7
8.841296400890737,2.297454765303392,1,4,1
7.920652162696655,0.33354241696186593,1,4,1
-7.348991304487006,-0.3030195008364114,0,0,2
-0.07266744623735111,-2.6204842722694535,2,0,5
-7.21474135338548,-3.9418226510038314,0,0,4
-5.38347687745692,-3.1538861031597967,0,0,5
8.67453644994898,-1.5257585286858717,1,4,2
-7.399773526616926,2.0115417723846094,0,0,2
-3.1556370762137975,0.6283593016499016,0,0,1
-3.357034764608402,1.1995614521539215,0,0,1
-4.353296706016985,1.8216163600014474,0,0,1
1.8600579104715802,-0.26096198039623886,2,0,1
1.7375931521935488,-1.8839849224432892,2,0,6
-7.425147360435468,-0.7012324279883366,0,0,6
-7.436991525856229,-2.574081261176932,0,0,4
-2.3345581633254096,-2.274101017119771,2,0,7
-7.229960145129934,-0.8441155767901534,0,0,2
-6.9882053708478304,3.580060586653848,0,0,0
-5.16284280246321,1.5523973753704046,0,0,1
-7.26271890979886,3.190156993722486,0,0,9
-6.344620763424207,0.33759403301264834,0,0,4
-1.240325221027991,-0.022328573432436993,2,0,2
7.8091091234656425,-1.8485150631438803,1,4,6
-5.099377022349569,2.8065465988846356,0,0,2
4.852957629157187,1.5347159674281663,2,1,1
-7.298462791837185,1.4222089882739448,0,0,2
8.261332287669,0.5840858591484559,1,4,6
-1.3860838906084947,2.4410517585089093,2,0,6
3.9016456145165375,2.1125121742768296,2,3,8
-2.1891763205606614,0.0901760306183883,2,0,6
-4.0981319288796705,-0.10813087137460364,0,0,2
-2.200831074914422,2.578731227515069,2,0,6
3.693307894798032,1.0372770680352867,2,3,2
3.810075257423355,-2.8681445695420082,2,3,5
1.7138443848178593,-0.42208611944820973,2,0,6
-7.270937823062611,-2.8800725854122007,0,0,5
-7.359815038776286,1.415641191114139,0,0,2
-1.983943435382077,-0.9745311104458019,2,0,2
12.6862814302056,2.966258534536395,1,-1,1
-7.422205008485712,-0.9426334187357697,0,0,2
-7.377692250918998,-3.552712106286947,0,0,5
4.151278000788027,1.063867283514468,2,3,6
-0.22212101250716199,1.2606717201071453,2,0,2
10.0521248702725,-1.776315957995243,1,2,4
10.853508906519707,2.577124570299436,1,2,1
-1.13341082140491,2.172415681862843,2,0,1
-7.296677829227086,2.9615948488740247,0,0,2
-2.2555070282489265,1.1332487253251728,2,0,8
-5.420183070287115,1.9312020959761838,0,0,2
-7.397992708635479,1.7929154642467195,0,0,2
1.6606757612390535,1.4262709583414224,2,0,2
-7.333682508105502,-2.871941868097991,0,0,5
4.7032782025862065,-3.06503051864712,2,-1,4
2.0765630456043045,2.7557042501978226,2,0,3
4.530822001862823,-4.295242908023868,2,-1,4
-4.2043287505660345,2.109222998156271,0,0,6
-1.219680521698007,0.7844462821198435,2,0,2
-3.2175192098473895,1.8214975587163944,0,0,2
-5.321923964645002,0.9675166967520292,0,0,2
12.986801767309007,2.8059291107843536,1,-1,1
-2.317220216045099,0.07947328293925215,2,0,2
0.6760578254646861,-3.5533127208652475,2,0,4
-7.329862533947415,-0.2474205909890821,0,0,2
-0.2545522209348565,2.1645967476158394,2,0,6
0.1406421830144211,0.9406059587944502,2,0,5
5.8053923666700715,-1.3945345729183822,1,1,6
-1.3984400597227848,0.5803237054095818,2,0,6
-2.4360373126035517,0.27915914514388795,2,0,1
-0.35737000678925224,-3.128345267133555,2,0,5
-2.4099844875453824,0.5998188915848801,2,0,2
3.8947659170355404,-1.0809630728027781,2,3,1
-0.18118985107378105,0.8623723297331312,2,0,2
-7.324613246043184,1.1186179627917645,0,0,1
1.838443452133344,2.321400678286618,2,0,8
-1.0723814281330295,0.24153985089817098,2,0,6
14.690886709522271,0.9574177683406124,1,-1,2
17.194957633257136,0.8077334658547408,1,-1,3
-7.431165130898297,-3.911945749640913,0,0,5
-7.34241071526164,0.4004540963119525,0,0,6
-2.136144261496308,-0.5848955458465905,2,0,6
0.5875542675376675,0.3325694786790945,2,0,2
6.858706868193622,-0.7480895980579514,1,1,7
-4.186420622095671,-1.1457457855684279,0,0,5
2.8336929158337245,1.2389763982777526,2,3,2
0.8177371342302147,-2.2117587901726883,2,0,6
-4.310027395205747,-2.342034939550938,0,0,5
-7.358571194246385,-0.9438626155552077,0,0,8
-7.3077288459285485,1.608755482172147,0,0,2
-0.9918228385321841,1.5641786987597124,2,0,2
-6.272613170275817,-0.33562239111412895,0,0,2
3.8307876653275468,-2.243404098060383,2,3,4
-7.101308613081203,-0.4932962988891276,0,0,6
10.770875414276908,-0.22760116558979782,1,2,8
5.778729608162132,-3.8900735093049184,1,-1,4
4.637938411031003,-0.352130147486827,2,1,2
-4.348341749049607,0.2606316679204985,0,0,2
0.5667495251498016,-3.3498072456334427,2,0,5
-6.294040504223532,-1.8781249838073495,0,0,4
-3.976581888566784,3.7522031048558593,0,5,1
-7.191764026955821,-0.5647124451646302,0,0,6
21.05542769348062,-1.9461514337582666,1,-1,7
2.7202822180582835,1.5640251171579775,2,3,8
0.5138544039465938,-1.9818633400277625,2,0,7
-7.384690463777679,3.460585362945579,0,0,0
7.984320895970875,0.47215505952860104,1,4,6
-4.085923954328027,0.7306710546887576,0,0,9
-7.198393870248395,2.4017361348911224,0,0,8
4.557720683447485,3.085553293022102,2,3,2
-6.822232098537328,1.1461268982216386,0,0,2
-3.2044761167884777,2.6210729686133685,0,0,6
-7.29761043109977,-1.2497131124978804,0,0,2
14.729093435604899,-2.7682396062957615,1,-1,6
9.753882986680615,0.769710891514388,1,2,2
12.79911380059648,2.4629288946103904,1,-1,3
-7.265823055857206,0.30605927266831756,0,0,6
11.952127232025845,1.5684977971686611,1,-1,1
12.962448094250185,-3.52695411241275,1,-1,5
9.784552339426103,-0.2772767189412195,1,2,6
-1.240833997217412,3.0582360533470845,2,0,1
4.946211501389168,1.0677362082289172,2,1,2
1.6955722730669986,-2.9963602946102217,2,0,5
-6.374359900426801,-3.8689035030566967,0,0,4
-0.9307370807967805,0.5648874758481184,2,0,6
3.9140059499713384,1.9273635262632367,2,3,2
-5.254473581742879,-0.26977318061114586,0,0,6
-7.274159094120254,-2.8220135086656866,0,0,4
-1.234131585021963,0.27014745638504145,2,0,6
-7.346853578147091,0.12018321600687454,0,0,8
-7.289971776312645,-0.7440636189865368,0,0,4
-7.184714102291588,-3.0157063658586996,0,0,7
-1.2425817917153719,-1.864854583688893,2,0,7
4.828230210840484,-0.5939126129529118,2,1,2
9.879168292881499,1.4935981012336317,1,2,2
-3.32804404042953,-1.058644533399378,0,0,4
1.6080581510260092,1.2125046616980009,2,0,1
-7.407399117602445,0.07244397978132477,0,0,6
7.962858587167155,0.0639057556844369,1,4,2
1.5408735384773014,-1.9802562381671005,2,0,5
-7.310570878841601,-2.5340360020652177,0,0,6
0.619003191177498,-1.6852024898585591,2,0,4
8.611198527787273,-0.37718087380156895,1,4,2
0.7052756318762547,-1.8486576005033117,2,0,5
6.770028887803322,-2.6836451303039666,1,7,5
-7.402954397687771,0.3720358599029945,0,0,6
8.946912800225352,0.18010626235769944,1,4,6
-7.4056502149491,1.0075942438531968,0,0,2
-7.36412518279201,-2.5338685325475683,0,0,5
-1.2291555815080208,-0.30411165010880037,2,0,1
21.813665169254932,-1.1419203386990977,1,-1,5
-1.097573868076867,1.2409342326569717,2,0,1
17.466015793065942,-1.888864548742652,1,-1,1
1.9673795075493228,1.5363072137417362,2,0,2
1.5977099127882752,1.888691469386654,2,0,6
-0.10538293766379425,-2.1918303370761465,2,0,5
2.6503518874161287,1.3987338455676523,2,3,2
-3.2109676979291826,-1.1926876374793964,0,0,5
-3.207890724606786,-3.1957218823067373,0,0,4
6.863894608385602,0.28521338376528504,1,1,5
-7.420010281638767,0.033841717131953164,0,0,2
-2.3136122199482267,1.0742267571433537,2,0,6
-3.1059395290362897,1.6300655061587257,0,0,6
0.06571873441482534,0.7869994677776173,2,0,2
-3.2947032934361373,1.1082398465693908,0,0,2
-6.375111269703595,-1.0597007030850103,0,0,7
-1.2598352837515119,-0.6359849521208729,2,0,5
-7.345938889320583,0.41528912529001794,0,0,8
-3.3133746386904757,-0.38484208938219666,0,0,4
5.849709960565509,0.01557038908868602,1,1,6
-4.3487884846806635,0.9529068043691868,0,0,1
2.02909436769583,-1.338325899413562,2,0,5
0.5595353353813444,-1.3046804990881034,2,0,1
9.868970992771338,-0.816018297765355,1,2,6
-0.279113971932893,-1.0061502742083455,2,0,5
1.784442700727416,1.9580317600634847,2,0,2
0.09129843856382003,0.2569976448113316,2,0,2
-6.3906712370259555,0.7319473104897329,0,0,2
-0.4305272405479368,-1.7542191142504144,2,0,6
7.64579806664708,-2.344948975646601,1,4,7
-7.255870229490838,-0.44610776824678133,0,0,6
-5.344099173336156,-0.2452483204324727,0,0,6
-3.182924847058717,0.8819297390069627,0,0,1
-7.245348711865263,-1.803408338103844,0,0,2
-5.2543479843644585,-0.1758379835798789,0,0,2
-3.3564565597099563,-0.9504437461780204,0,0,5
-6.129363042712562,-0.13394375041711903,0,0,2
3.8081113655511363,-2.2545690649736128,2,3,4
0.9091046724435152,1.791478212581597,2,0,2
16.901744668509963,-0.18575405991777272,1,-1,2
-7.406868492223232,1.052314446624195,0,0,2
-5.325618777768153,-2.321505215370609,0,0,4
-1.2559362389278768,-1.8508486049215764,2,0,4
7.792265981739531,0.4534018054103468,1,4,6
6.92793976208865,3.7555893461770418,1,-1,1
4.729445829692731,0.906715666575296,2,1,1
-0.08961856619180963,-1.8415213229711327,2,0,5
8.994008544424343,0.9760139895991311,1,4,2
-6.13510049734118,-0.3239904763528667,0,0,1
6.881642508272893,0.37966075222265383,1,1,2
0.6964717947544452,-0.6744324759590741,2,0,6
1.777709624273804,-1.440668396175293,2,0,7
-0.19034330483640627,-1.399154129724429,2,0,5
-2.336586509776822,-1.3836036272829908,2,0,5
2.7966158686455636,0.5281068748419537,2,3,2
0.9521611296442636,0.9275079856611708,2,0,6
-1.1832425140989296,-0.22258547722892752,2,0,6
3.6210195195660333,3.7341700561489177,2,-1,2
-3.0588651389378523,-0.4255416842274602,0,0,4
1.823119432083919,-0.048455989721273074,2,0,8
2.682045544191105,1.7697382759442593,2,3,6
1.0099306290157752,0.7673313769049579,2,0,1
2.7233595535170068,-1.5919411842967275,2,3,2
-7.162214265917333,0.3569828876294703,0,0,6
-7.257647881514697,0.728715921448841,0,0,2
0.6018113151071987,0.4711326445882147,2,0,8
-4.3315312517738676,-2.133247415370883,0,0,2
-7.360955953319105,-0.9336735003709362,0,0,1
-2.125715371950567,0.2539316928162285,2,0,6
-2.3980601159061132,2.456749117222181,2,0,6
-7.417133267747373,-0.2649378759793617,0,0,5
-6.23108281309362,-2.3472391212010777,0,0,2
-0.22868232232429797,-2.451875853082548,2,0,6
7.6475073768435635,-1.4182923039687398,1,4,1
12.790193263601711,1.2815995608216397,1,-1,1
-7.358585977922122,0.19695904018696986,0,0,6
-4.282156408894936,-2.4665207122221036,0,0,5
1.9567657630507949,0.8685684475519775,2,0,6
-6.320605417346788,0.16306765577697435,0,0,4
-3.375503107677222,1.070123732367645,0,0,6
-1.2407799284251917,-0.13933476829029567,2,0,6
-5.352103914716606,0.8058259953271416,0,0,2
1.525929568803928,-1.4296386976285604,2,0,2
-0.3555259048701629,0.579912426106834,2,0,1
-7.125869324941391,-0.40922068484985297,0,0,2
7.8724602059281015,-1.7819011037286252,1,4,6
2.9887064654733972,0.5941823448584955,2,3,1
2.8024050107261793,1.216590650589283,2,3,2
-1.279852325308978,2.363365299087239,2,0,2
11.743162448282323,0.29981501258179133,1,-1,2
-0.9882945175518207,1.7394705795918033,2,0,8
5.894691441575471,-2.963504165002848,1,1,4
1.944829829703405,-0.8269536017704173,2,0,6
-6.219301461774378,0.24976802022162836,0,0,4
-5.2592838205427785,-0.3250678215495504,0,0,6
-4.2266564062842695,2.1940410874743184,0,0,2
0.7875545570992486,1.173549431777975,2,0,2
-7.248257534000384,0.6571437072017892,0,0,1
1.9174369077045377,0.011072808024028546,2,0,2
-5.116171082849295,0.4613779490653327,0,0,1
-1.3524179275368633,-0.44811813747183704,2,0,4
4.700610442950914,1.0216470869881564,2,1,2
-4.8375597843101215,-3.6172561200252114,0,0,4
3.900136536334422,0.06763054077365016,2,3,4
0.7398241848503595,3.7092595689772963,2,-1,1
-7.417319505836055,0.21879279280401143,0,0,6
3.8287099150306414,-0.3703510718866003,2,3,8
6.900411256823345,0.6149249937125201,1,1,6
-1.283488305670489,-0.19813420200809473,2,0,8
7.802283346086069,-1.247266806666785,1,4,5
3.851447442558145,2.3762262487002217,2,3,1
-1.3011164506833515,1.6896663206131373,2,0,1
-6.152419726212061,-3.4807017796631126,0,0,4
-4.201412589024352,-0.8493862084724864,0,0,6
-4.189512341167328,-3.3479970580149736,0,0,4
1.9552242820748216,0.7398711230752792,2,0,2
0.967401670894457,-0.3770964282371998,2,0,5
12.929227065596933,1.3090217834107811,1,-1,8
-3.080466144335113,2.1482472028575716,0,0,6
2.642602121176001,-2.714692395188753,2,3,5
4.717560832933499,-1.2558449220685979,2,1,1
7.665838119575792,-2.502678178908831,1,4,7
-0.31780174440281606,-1.1898463704347646,2,0,4
-3.1640678485211042,-1.6224336312095229,0,0,7
-1.217477638821129,1.1871876948450129,2,0,2
4.724525878830097,0.4487244110209234,2,1,6
0.5462409185466361,1.1949164801025738,2,0,8
-7.4332978533304646,-2.111528087534295,0,0,5
2.879561812682768,0.4393700600459223,2,3,8
-3.4111371518307414,-2.6168040278024964,0,0,4
10.859844737428439,0.05569458532416727,1,2,4
